1,1,CONCEPCION,CONCEPCION
2,1,CONCEPCION,BELEN
3,1,CONCEPCION,HORQUETA
4,1,CONCEPCION,LORETO
5,1,CONCEPCION,SAN CARLOS
6,1,CONCEPCION,SAN LAZARO
7,1,CONCEPCION,YBY YAU
8,1,CONCEPCION,AZOTEY
9,1,CONCEPCION,SGTO. JOSE F. LOPEZ
10,1,CONCEPCION,PASO BARRETO
11,1,CONCEPCION,ARROYITO
12,2,SAN PEDRO,SAN PEDRO DEL YCUAMANDIYU
13,2,SAN PEDRO,ANTEQUERA
14,2,SAN PEDRO,CHORE
15,2,SAN PEDRO,GENERAL AQUINO - SPN
16,2,SAN PEDRO,ITACURUBI DEL ROSARIO
17,2,SAN PEDRO,LIMA
18,2,SAN PEDRO,NUEVA GERMANIA
19,2,SAN PEDRO,SAN ESTANISLAO
20,2,SAN PEDRO,SAN PABLO
21,2,SAN PEDRO,TACUATI
22,2,SAN PEDRO,UNION
23,2,SAN PEDRO,25 DE DICIEMBRE
24,2,SAN PEDRO,VILLA DEL ROSARIO - SPN
25,2,SAN PEDRO,GENERAL RESQUIN
26,2,SAN PEDRO,YATAITY DEL NORTE
27,2,SAN PEDRO,GUAYAIBI
28,2,SAN PEDRO,CAPIIBARY
29,2,SAN PEDRO,SANTA ROSA DEL AGUARAY
30,2,SAN PEDRO,YRYBYCUA
31,2,SAN PEDRO,LIBERACION
32,2,SAN PEDRO,VILLA DEL ROSARIO - SPS
33,2,SAN PEDRO,GRAL. AQUINO - SPS
34,3,CORDILLERA,CAACUPE
35,3,CORDILLERA,ALTOS
36,3,CORDILLERA,ARROYOS Y ESTEROS
37,3,CORDILLERA,ATYRA
38,3,CORDILLERA,CARAGUATAY
39,3,CORDILLERA,EMBOSCADA
40,3,CORDILLERA,EUSEBIO AYALA
41,3,CORDILLERA,ISLA PUCU
42,3,CORDILLERA,ITACURUBI DE LA CORDILLERA
43,3,CORDILLERA,JUAN DE MENA
44,4,GUAIRA,VILLARRICA
45,4,GUAIRA,BORJA
46,4,GUAIRA,MAURICIO JOSÉ TROCHE
47,4,GUAIRA,CORONEL MARTINEZ
48,4,GUAIRA,FELIX PEREZ CARDOZO
49,4,GUAIRA,GENERAL GARAY
50,4,GUAIRA,INDEPENDENCIA
51,4,GUAIRA,ITAPE
52,4,GUAIRA,ITURBE
53,4,GUAIRA,JOSE FASSARDI
54,4,GUAIRA,MBOCAYATY
55,4,GUAIRA,NATALICIO TALAVERA
56,4,GUAIRA,ÑUMI
57,4,GUAIRA,SAN SALVADOR
58,4,GUAIRA,YATAITY
59,4,GUAIRA,DOCTOR BOTRELL
60,4,GUAIRA,PASO YOBAI
61,4,GUAIRA,TEBICUARY
62,5,CAAGUAZU,CORONEL OVIEDO
63,5,CAAGUAZU,CAAGUAZU
64,5,CAAGUAZU,CARAYAO
65,5,CAAGUAZU,CECILIO BAEZ
66,5,CAAGUAZU,STA. ROSA DEL MBUTUY
67,5,CAAGUAZU,JUAN MANUEL FRUTOS
68,5,CAAGUAZU,REPATRIACION
69,5,CAAGUAZU,NUEVA LONDRES
70,5,CAAGUAZU,SAN JOAQUIN
71,5,CAAGUAZU,SAN JOSE DE LOS ARROYOS
72,5,CAAGUAZU,YHU
73,5,CAAGUAZU,JOSE EULOGIO ESTIGARRIBIA
74,5,CAAGUAZU,R I 3 CORRALES
75,5,CAAGUAZU,RAUL A. OVIEDO
76,5,CAAGUAZU,JOSE DOMINGO OCAMPOS
77,5,CAAGUAZU,MCAL. LOPEZ
78,5,CAAGUAZU,LA PASTORA
79,5,CAAGUAZU,TRES DE FEBRERO
80,5,CAAGUAZU,SIMON BOLIVAR
81,5,CAAGUAZU,VAQUERIA
82,5,CAAGUAZU,TEMBIAPORA
83,5,CAAGUAZU,CNEL. TOLEDO
84,5,CAAZAPA,CAAZAPA
85,5,CAAZAPA,AVAI
86,5,CAAZAPA,BUENA VISTA
87,5,CAAZAPA,MOISES BERTONI
88,5,CAAZAPA,GENERAL MORINIGO
89,5,CAAZAPA,MACIEL
90,5,CAAZAPA,SAN JUAN NEPOMUCENO
91,5,CAAZAPA,TAVAI
92,5,CAAZAPA,YEGROS
93,5,CAAZAPA,YUTY
94,6,ITAPUA,ENCARNACION
95,6,ITAPUA,BELLA VISTA
96,6,ITAPUA,CAMBYRETA
97,6,ITAPUA,CAPITÁN MEZA
98,6,ITAPUA,CAPITÁN MIRANDA
99,6,ITAPUA,NUEVA ALBORADA
100,6,ITAPUA,CARMEN DEL PARANA
101,6,ITAPUA,CORONEL BOGADO
102,6,ITAPUA,CARLOS A. LOPEZ
103,6,ITAPUA,NATALIO
104,6,ITAPUA,COLONIA FRAM
105,6,ITAPUA,GENERAL ARTIGAS
106,6,ITAPUA,GENERAL DELGADO
107,6,ITAPUA,HOHENAU
108,6,ITAPUA,JESUS
109,6,ITAPUA,LEANDRO OVIEDO
110,6,ITAPUA,OBLIGADO
111,6,ITAPUA,MAYOR OTAÑO
112,6,ITAPUA,SAN COSME Y SAN DAMIAN
113,6,ITAPUA,SAN PEDRO DEL PARANA
114,6,ITAPUA,SAN RAFAEL DEL PARANA
115,6,ITAPUA,TRINIDAD
116,6,ITAPUA,EDELIRA
117,6,ITAPUA,TOMAS ROMERO PEREIRA
118,6,ITAPUA,ALTO VERA
119,6,ITAPUA,LA PAZ
120,6,ITAPUA,YATYTAY
121,6,ITAPUA,SAN JUAN DEL PARANA
122,6,ITAPUA,PIRAPO
123,6,ITAPUA,YTAPUA POTY
124,7,MISIONES,SAN JUAN BAUTISTA
125,7,MISIONES,AYOLAS
126,7,MISIONES,SAN IGNACIO
127,7,MISIONES,SAN MIGUEL
128,7,MISIONES,SAN PATRICIO
129,7,MISIONES,SANTA MARIA
130,7,MISIONES,SANTA ROSA
131,7,MISIONES,SANTIAGO
132,7,MISIONES,VILLA FLORIDA
133,7,MISIONES,YABEBYRY
134,8,PARAGUARI,PARAGUARI
135,8,PARAGUARI,ACAHAY
136,8,PARAGUARI,CAAPUCU
137,8,PARAGUARI,CABALLERO
138,8,PARAGUARI,CARAPEGUA
139,8,PARAGUARI,ESCOBAR
140,8,PARAGUARI,LA COLMENA
141,8,PARAGUARI,MBUYAPEY
142,8,PARAGUARI,PIRAYU
143,8,PARAGUARI,QUIINDY
144,8,PARAGUARI,QUYQUYHO
145,8,PARAGUARI,ROQUE GONZALEZ DE SANTA CRUZ
146,8,PARAGUARI,SAPUCAI
147,8,PARAGUARI,TEBICUARY MI
148,8,PARAGUARI,YAGUARON
149,8,PARAGUARI,YBYCUI
150,8,PARAGUARI,YBYTYMI
151,9,ALTO PARANA,CIUDAD DEL ESTE
152,9,ALTO PARANA,PRESIDENTE FRANCO
153,9,ALTO PARANA,DOMINGO MARTINEZ DE IRALA
154,9,ALTO PARANA,JUAN LEÓN MALLORQUIN
155,9,ALTO PARANA,HERNANDARIAS
156,9,ALTO PARANA,ITAKYRY
157,9,ALTO PARANA,JUAN E O LEARY
158,9,ALTO PARANA,NACUNDAY
159,9,ALTO PARANA,COLONIA YGUAZU
160,9,ALTO PARANA,LOS CEDRALES
161,9,ALTO PARANA,MINGA GUAZU
162,9,ALTO PARANA,SAN CRISTOBAL
163,9,ALTO PARANA,SANTA RITA
164,9,ALTO PARANA,NARANJAL
165,9,ALTO PARANA,SANTA ROSA DEL MONDAY
166,9,ALTO PARANA,MINGA PORA
167,9,ALTO PARANA,MBARACAYU
168,9,ALTO PARANA,SAN ALBERTO
169,9,ALTO PARANA,IRUÑA
170,9,ALTO PARANA,SANTA FE DEL PARANA
171,9,ALTO PARANA,TAVAPY
172,9,ALTO PARANA,DR. RAUL PEÑA
173,10,CENTRAL,AREGUA
174,10,CENTRAL,CAPIATA
175,10,CENTRAL,FERNANDO DE LA MORA
176,10,CENTRAL,GUARAMBARE
177,10,CENTRAL,ITA
178,10,CENTRAL,ITAUGUA
179,10,CENTRAL,LAMBARE
180,10,CENTRAL,LIMPIO
181,10,CENTRAL,LUQUE
182,10,CENTRAL,MARIANO ROQUE ALONSO
183,10,CENTRAL,NUEVA ITALIA
184,10,CENTRAL,ÑEMBY
185,10,CENTRAL,SAN ANTONIO
186,10,CENTRAL,SAN LORENZO
187,10,CENTRAL,VILLA ELISA
188,10,CENTRAL,VILLETA
189,10,CENTRAL,YPACARAI
190,10,CENTRAL,YPANE
191,10,CENTRAL,JOSÉ AUGUSTO SALDIVAR
192,11,ÑEEMBUCU,PILAR
193,11,ÑEEMBUCU,ALBERDI
194,11,ÑEEMBUCU,CERRITO
195,11,ÑEEMBUCU,DESMOCHADO
196,11,ÑEEMBUCU,GENERAL DIAZ
197,11,ÑEEMBUCU,GUAZUCUA
198,11,ÑEEMBUCU,HUMAITA
199,11,ÑEEMBUCU,ISLA UMBU
200,11,ÑEEMBUCU,LAURELES
201,11,ÑEEMBUCU,MAYOR MARTINEZ
202,11,ÑEEMBUCU,PASO DE PATRIA
203,11,ÑEEMBUCU,SAN JUAN BAUTISTA
204,11,ÑEEMBUCU,TACUARAS
205,11,ÑEEMBUCU,VILLA FRANCA
206,11,ÑEEMBUCU,VILLA OLIVA
207,11,ÑEEMBUCU,VILLALBIN
208,12,AMAMBAY,PEDRO JUAN CABALLERO
209,12,AMAMBAY,BELLA VISTA
210,12,AMAMBAY,CAPITAN BADO
211,12,AMAMBAY,ZANJA PYTA
212,13,CANINDEYU,SALTOS DEL GUAIRA
213,13,CANINDEYU,CORPUS CHRISTHI
214,13,CANINDEYU,VILLA SAN ISIDRO CURUGUATY
215,13,CANINDEYU,VILLA YGATIMI
216,13,CANINDEYU,ITANARA
217,13,CANINDEYU,YPEHU
218,13,CANINDEYU,GRAL. F. CABALLERO ALVAREZ
219,13,CANINDEYU,KATUETE
220,13,CANINDEYU,LA PALOMA
221,13,CANINDEYU,NUEVA ESPERANZA
222,13,CANINDEYU,YASY CAÑY
223,13,CANINDEYU,YBYRAROVANA
224,13,CANINDEYU,YBY PYTA
225,13,CANINDEYU,MARACANA
226,14,PTE. HAYES,POZO COLORADO
227,14,PTE. HAYES,BENJAMIN ACEVAL
228,14,PTE. HAYES,PUERTO PINASCO
229,14,PTE. HAYES,VILLA HAYES
230,14,PTE. HAYES,NANAWA
231,14,PTE. HAYES,PUERTO FALCON
232,14,PTE. HAYES,TTE. IRALA FERNANDEZ
233,14,PTE. HAYES,TTE. ESTEBAN MARTINEZ
234,14,PTE. HAYES,GRAL. BRUGUEZ
235,15,BOQUERON,MARISCAL ESTIGARRIBIA
236,15,BOQUERON,FILADELFIA
237,15,BOQUERON,LOMA PLATA
238,15,BOQUERON,EUGENIO A GARAY
239,16,ALTO PARAGUAY,FUERTE OLIMPO
240,16,ALTO PARAGUAY,LA VICTORIA
241,16,ALTO PARAGUAY,MAYOR PABLO LAGERENZA
242,16,ALTO PARAGUAY,CARMELO PERALTA
